1;80387-97-9;30
2;2186-25-6;30
3;2186-24-5;30
4;119738-06-6;30
5;84852-39-1;30
6;85508-45-8;30
7;85135-77-9;30
8;66938-41-8;30
9;105024-66-6;30
10;82413-20-5;30
11;123-73-9;30
12;84852-36-8;30
13;85166-19-4;30
14;85508-46-9;30
15;85551-28-6;30
16;84852-35-7;30
17;51594-55-9;30
18;57044-25-4;30
19;5543-58-8;30
20;143322-57-0;30
21;144177-62-8;30
22;5543-57-7;30
23;65405-96-1;30
24;164058-22-4;30
25;12607-70-4;30
26;103112-35-2;30
27;107534-96-3;30
28;79-00-5;30
29;75-35-4;30
30;-;30
31;87-66-1;30
32;96-18-4;30
33;288-88-0;30
34;3194-55-6;30
35;112-49-2;30
36;96-12-8;30
37;106-93-4;30
38;107-06-2;30
39;78-87-5;30
40;629-14-1;30
41;110-71-4;30
42;540-73-8;30
43;122-60-1;30
44;106-87-6;30
45;106-88-7;30
46;110-88-3;30
47;2451-62-9;30
48;59653-74-6;30
49;101-90-6;30
50;93629-90-4;30
51;106-99-0;30
52;96-23-1;30
53;102-06-7;30
54;1120-71-4;30
55;106-46-7;30
56;764-41-0;30
57;2243-62-1;30
58;57583-35-4;30
59;15571-58-1;30
60;57583-34-3;30
61;106-92-3;30
62;138526-69-9;30
63;106-94-5;30
64;06/08/2426;30
65;106-89-8;30
66;100-00-5;30
67;183196-57-8;30
68;70-25-7;30
69;88-12-0;30
70;111-41-1;30
71;99610-72-7;30
72;111-77-3;30
73;5406-86-0;30
74;83056-32-0;30
75;1116-54-7;30
76;85954-11-6;30
77;1464-53-5;30
78;69094-18-4;30
79;101-14-4;30
80;2431-50-7;30
81;96-13-9;30
82;78-88-6;30
83;602-01-7;30
84;556-52-5;30
85;137-17-7;30
86;88-06-2;30
87;615-05-4;30
88;23085-60-1;30
89;121-14-2;30
90;619-15-8;30
91;606-20-2;30
92;87-62-7;30
93;151798-26-4;30
94;95-55-6;30
95;75-26-3;30
96;96-29-7;30
97;94723-86-1;30
98;2040-90-6;30
99;79-07-2;30
100;7425-14-1;30
101;98-01-1;30
102;90-04-0;30
103;1589-47-5;30
104;75-55-8;30
105;823-40-5;30
106;91-59-8;30
107;"553-00-4
612-52-2";30
108;91-23-6;30
109;581-89-5;30
110;79-46-9;30
111;88-72-2;30
112;5571-36-8;30
113;91-94-1;30
114;119-90-4;30
115;"612-82-8
64969-36-4
74753-18-7";30
116;610-39-9;30
117;78-59-1;30
118;81-14-1;30
119;618-85-9;30
120;5146-66-7;30
121;132-32-1;30
122;202197-26-0;30
123;107-05-1;30
124;143860-04-2;30
125;57-57-8;30
126;114565-66-1;30
127;13595-25-0;30
128;90-94-8;30
129;6807-17-6;30
130;19900-65-3;30
131;101-80-4;30
132;139-65-1;30
133;119-93-7;30
134;151882-81-4;30
135;101-77-9;30
136;838-88-0;30
137;221354-37-6;30
138;399-95-1;30
139;60-09-3;30
140;92-67-1;30
141;123-30-8;30
142;106-47-8;30
143;95-69-2;30
144;210555-94-5;30
145;120187-29-3;30
146;156-43-4;30
147;1671-49-4;30
148;70987-78-9;30
149;53933-48-5;30
150;95-80-7;30
151;92-93-3;30
152;104-91-6;30
153;84852-15-3;30
154;97-56-3;30
155;98-54-4;30
156;100-40-3;30
157;41107-56-6;30
158;138164-12-2;30
159;115662-06-1;30
160;17630-75-0;30
161;2593-15-9;30
162;602-87-9;30
163;99-55-8;30
164;81-15-2;30
165;37894-46-5;30
166;85136-74-9;30
167;120-71-8;30
168;199327-61-2;30
169;1484-13-5;30
170;71751-41-2;30
171;75-07-0;30
172;60-35-5;30
173;70657-70-4;30
174;79234-33-6;30
175;31717-87-0;30
176;592-62-1;30
177;34256-82-1;30
178;86552-32-1;30
179;79815-20-6;30
180;64485-90-1;30
181;93107-30-3;30
182;72319-19-8;30
183;149-57-5;30
184;7580-31-6;30
185;98-73-7;30
186;68515-50-4;30
187;10043-35-3;30
188;11113-50-1;30
189;16337-84-1;30
190;18283-82-4;30
191;22605-92-1;30
192;93983-68-7;30
193;19372-20-4;30
194;15843-02-4;30
195;68134-59-8;30
196;625-45-6;30
197;51818-56-5;30
198;14216-75-2;30
199;13840-56-7;30
200;20543-06-0;30
201;335-67-1;30
202;13517-20-9;30
203;10486-00-7;30
204;10332-33-9;30
205;11138-47-9;30
206;37244-98-7;30
207;12040-72-1;30
208;375-95-1;30
209;4149-60-4;30
210;21049-39-8;30
211;1763-23-1;30
212;37321-15-6;30
213;68130-19-8;30
214;302-97-6;30
215;84776-45-4;30
216;91697-41-5;30
217;74070-46-5;30
218;79-06-1;30
219;77402-05-2;30
220;77402-03-0;30
221;107-13-1;30
222;15972-60-8;30
223;68475-57-0;30
224;90622-53-0;30
225;90622-55-2;30
226;68475-58-1;30
227;68475-59-2;30
228;68475-60-5;30
229;98-00-0;30
230;97-99-4;30
231;309-00-2;30
232;"12001-28-4
132207-32-0
12172-73-5
77536-66-4
77536-68-6
77536-67-5
12001-29-5";30
233;61-82-5;30
234;05/09/7789;30
235;15375-21-0;30
236;62-53-3;30
237;1309-64-4;30
238;86-88-4;30
239;15606-95-8;30
240;1303-28-2;30
241;1327-53-3;30
242;1303-00-0;30
243;492-80-8;30
244;65195-55-3;30
245;68049-83-2;30
246;103-33-3;30
247;65996-84-1;30
248;92062-27-6;30
249;92062-28-7;30
250;70321-67-4;30
251;91082-52-9;30
252;92062-33-4;30
253;91082-53-0;30
254;92062-29-8;30
255;68513-87-1;30
256;82560-54-1;30
257;17804-35-2;30
258;92-87-5;30
259;"531-85-1
531-86-2
21136-70-9
36341-27-2";30
260;56-55-3;30
261;50-32-8;30
262;205-99-2;30
263;192-97-2;30
264;205-82-3;30
265;207-08-9;30
266;1694-09-3;30
267;7440-41-7;30
268;1304-56-9;30
269;82657-04-3;30
270;485-31-4;30
271;90-41-5;30
272;91-95-2;30
273;13477-70-8;30
274;74646-29-0;30
275;71957-07-8;30
276;10381-36-9;30
277;15699-18-0;30
278;13842-46-1;30
279;125051-32-3;30
280;12007-01-1;30
281;12007-02-2;30
282;94551-87-8;30
283;92129-57-2;30
284;65996-93-2;30
285;94114-13-3;30
286;121575-60-8;30
287;68187-57-5;30
288;90669-59-3;30
289;90669-58-2;30
290;90669-57-1;30
291;56073-10-0;30
292;28772-56-7;30
293;74-96-4;30
294;593-60-2;30
295;1689-84-5;30
296;56634-95-8;30
297;1689-99-2;30
298;65756-41-4;30
299;69227-51-6;30
300;1239-45-8;30
301;34492-97-2;30
302;41483-43-6;30
303;106-97-8;30
304;569-64-2;30
305;569-61-9;30
306;1937-37-7;30
307;2602-46-2;30
308;16071-86-6;30
309;573-58-0;30
310;2475-45-8;30
311;2832-40-8;30
312;842-07-9;30
313;548-62-9;30
314;10108-64-2;30
315;542-83-6;30
316;4464-23-7;30
317;7790-79-6;30
318;17010-21-8;30
319;7790-80-9;30
320;1306-19-0;30
321;10124-36-4;30
322;1306-23-6;30
323;7440-43-9;30
324;13765-19-0;30
325;01/06/2425;30
326;133-06-2;30
327;05/07/6804;30
328;63-25-2;30
329;10605-21-7;30
330;99464-83-2;30
331;94114-58-6;30
332;94114-48-4;30
333;94114-47-3;30
334;02/01/2439;30
335;57-74-9;30
336;143-50-0;30
337;6164-98-3;30
338;19750-95-9;30
339;81880-96-8;30
340;214353-17-0;30
341;19398-06-2;30
342;87691-88-1;30
343;27366-72-9;30
344;27140-08-5;30
345;6094-40-2;30
346;"27083-27-8
32289-58-0";30
347;107-20-0;30
348;85535-84-8;30
349;85535-85-9;30
350;75-00-3;30
351;74-87-3;30
352;3691-35-8;30
353;126-99-8;30
354;1897-45-6;30
355;15545-48-9;30
356;101-21-3;30
357;40722-80-3;30
358;3327-22-8;30
359;65322-65-8;30
360;3033-77-0;30
361;3724-43-4;30
362;51229-78-8;30
363;88-10-8;30
364;79-44-7;30
365;13360-57-1;30
366;15159-40-7;30
367;59-88-1;30
368;540-23-8;30
369;01/11/5470;30
370;84332-86-5;30
371;1333-82-0;30
372;24613-89-6;30
373;218-01-9;30
374;495-54-5;30
375;142891-20-1;30
376;97926-78-8;30
377;97926-77-7;30
378;97926-76-6;30
379;513-79-1;30
380;71-48-7;30
381;7646-79-9;30
382;10141-05-6;30
383;10124-43-3;30
384;64-86-8;30
385;94114-59-7;30
386;68476-34-6;30
387;68334-30-5;30
388;94247-67-3;30
389;81-81-2;30
390;5836-29-3;30
391;8001-58-9;30
392;4170-30-3;30
393;66-81-9;30
394;108-91-8;30
395;101205-02-1;30
396;57966-95-7;30
397;94361-06-5;30
398;50-29-3;30
399;15780-33-3;30
400;92062-34-5;30
401;85407-90-5;30
402;2303-16-4;30
403;334-88-3;30
404;53-70-3;30
405;1303-86-2;30
406;159939-85-2;30
407;83968-67-6;30
408;118658-99-4;30
409;142-64-3;30
410;7572-29-4;30
411;14977-61-8;30
412;683-18-1;30
413;753-73-1;30
414;60-57-1;30
415;71888-89-6;30
416;68515-42-4;30
417;56073-07-5;30
418;104653-34-1;30
419;19098-16-9;30
420;02/05/2536;30
421;91-08-7;30
422;101-68-8;30
423;584-84-9;30
424;26447-40-5;30
425;26471-62-5;30
426;62-75-9;30
427;149961-52-4;30
428;25321-14-6;30
429;39300-45-3;30
430;88-85-7;30
431;1420-07-1;30
432;12031-65-1;30
433;58591-45-0;30
434;32534-81-9;30
435;14448-18-1;30
436;91995-35-6;30
437;85029-51-2;30
438;91995-52-7;30
439;91995-51-6;30
440;101316-49-8;30
441;91995-49-2;30
442;121620-46-0;30
443;91995-48-1;30
444;90640-89-4;30
445;90640-90-7;30
446;101794-91-6;30
447;101896-27-9;30
448;90640-87-2;30
449;90640-88-3;30
450;101794-90-5;30
451;91995-42-5;30
452;90640-86-1;30
453;91995-34-5;30
454;68475-79-6;30
455;68425-29-6;30
456;68603-03-2;30
457;68477-50-9;30
458;68477-38-3;30
459;91995-31-2;30
460;68603-01-0;30
461;68603-00-9;30
462;68475-80-9;30
463;68921-08-4;30
464;91995-45-8;30
465;68921-09-5;30
466;68513-63-3;30
467;93165-19-6;30
468;91995-41-4;30
469;68477-31-6;30
470;68477-29-2;30
471;68477-30-5;30
472;68188-48-7;30
473;91995-50-5;30
474;67891-80-9;30
475;67891-79-6;30
476;84650-02-2;30
477;84650-04-4;30
478;84650-03-3;30
479;65996-92-1;30
480;68410-98-0;30
481;68477-89-4;30
482;68477-53-2;30
483;68477-55-4;30
484;95009-23-7;30
485;84989-09-3;30
486;94114-53-1;30
487;68477-34-9;30
488;68477-35-0;30
489;101316-56-7;30
490;92201-59-7;30
491;68333-27-7;30
492;64741-60-2;30
493;70592-76-6;30
494;92201-60-0;30
495;68333-25-5;30
496;64741-59-9;30
497;68955-29-3;30
498;64741-82-8;30
499;91995-53-8;30
500;94733-09-2;30
501;64741-77-1;30
502;85116-58-1;30
503;97488-73-8;30
504;64742-14-9;30
505;68410-05-9;30
506;68410-97-9;30
507;70592-77-7;30
508;68333-28-8;30
509;64741-61-3;30
510;64741-81-7;30
511;64741-76-0;30
512;97488-74-9;30
513;94733-08-1;30
514;101631-14-5;30
515;64741-86-2;30
516;85116-53-6;30
517;90640-93-0;30
518;64742-80-9;30
519;64742-46-7;30
520;64742-30-9;30
521;64741-91-9;30
522;64742-38-7;30
523;64742-13-8;30
524;101316-57-8;30
525;101316-59-0;30
526;94114-56-4;30
527;94114-57-5;30
528;68410-96-8;30
529;64742-64-9;30
530;64742-53-6;30
531;64742-35-4;30
532;91995-54-9;30
533;64741-97-5;30
534;64742-45-6;30
535;64742-19-4;30
536;64741-52-2;30
537;64742-63-8;30
538;64742-52-5;30
539;64742-34-3;30
540;64741-96-4;30
541;64742-44-5;30
542;64742-18-3;30
543;64741-53-3;30
544;100683-99-6;30
545;100683-98-5;30
546;90640-97-4;30
547;90640-96-3;30
548;64742-56-9;30
549;91995-40-3;30
550;64742-55-8;30
551;64742-28-5;30
552;64741-89-5;30
553;64742-37-6;30
554;64742-21-8;30
555;100683-97-4;30
556;64741-50-0;30
557;90640-92-9;30
558;90640-94-1;30
559;64742-65-0;30
560;91995-39-0;30
561;64742-54-7;30
562;64742-27-4;30
563;64741-88-4;30
564;64742-20-7;30
565;64742-36-5;30
566;64741-51-1;30
567;90640-91-8;30
568;94114-52-0;30
569;101896-26-8;30
570;68955-27-1;30
571;70592-78-8;30
572;84989-10-6;30
573;84989-11-7;30
574;65996-91-0;30
575;330-54-1;30
576;534-52-1;30
577;2385-85-5;30
578;121158-58-5;30
579;1593-77-7;30
580;133855-98-8;30
581;1024-57-3;30
582;12510-42-8;30
583;68606-11-1;30
584;94114-03-1;30
585;68606-10-0;30
586;93572-29-3;30
587;8006-61-9;30
588;94114-55-3;30
589;68514-15-8;30
590;86290-81-5;30
591;84777-06-0;30
592;80844-07-1;30
593;151-56-4;30
594;96-45-7;30
595;68814-89-1;30
596;68477-61-2;30
597;65996-83-0;30
598;64742-03-6;30
